concept,texture_id,avg_rating
blizzard,G24,0.45833333333333337
blizzard,G51,0.34375
blizzard,G53,0.32638888888888895
blizzard,G75,0.3715277777777778
blizzard,M0,0.4392857142857143
blizzard,M102,0.4861111111111111
blizzard,M22,0.5416666666666666
blizzard,M24,0.5138888888888888
blizzard,M51,0.4618055555555556
blizzard,M53,0.5392857142857143
blizzard,M75,0.5451388888888888
blizzard,P0,0.2951388888888889
blizzard,P102,0.3888888888888889
blizzard,P22,0.3142857142857143
blizzard,P24,0.2785714285714286
blizzard,P51,0.2673611111111111
blizzard,P53,0.2986111111111111
blizzard,P75,0.3125
blizzard,S0,0.3368055555555556
blizzard,S102,0.4930555555555556
blizzard,S22,0.4756944444444444
blizzard,S24,0.4131944444444444
blizzard,S51,0.32142857142857145
blizzard,S53,0.3784722222222222
blizzard,S75,0.4305555555555556
blueberry,F0,0.5034722222222222
blueberry,F102,0.2048611111111111
blueberry,F22,0.24305555555555552
